movie title,Cleaned_Overview
Game Night,group friends who meet regularly game nights entangled reallife mystery shady brother one is seemingly kidnapped dangerous gangsters
X-Men: Apocalypse,1980s xmen defeat ancient allpowerful mutant en sabah nur who intends thrive bringing destruction world
King Arthur: Legend of the Sword,robbed birthright arthur comes hard way alleys city pulls sword stone is forced acknowledge true legacy likes
Den of Thieves,elite unit la county sheriffs dept states successful bank robbery crew clash as outlaws plan seemingly impossible heist federal reserve bank
Face/Off,foil terrorist plot fbi agent undergoes facial transplant surgery assume identity criminal mastermind who murdered son criminal wakes prematurely seeks revenge
Murder Mystery,new york cop wife european vacation reinvigorate spark marriage end getting framed run death elderly billionaire
Snake Eyes,gi joe spinoff centered character snake eyes
From Dusk Till Dawn,criminals hostages unknowingly seek temporary refuge truck stop populated vampires chaotic results
The Hunger Games: Catching Fire,katniss everdeen peeta mellark targets capitol victory 74th hunger games sparks rebellion districts panem
Ocean's Eight,debbie ocean gathers allfemale crew attempt impossible heist new york citys yearly met gala
RED,peaceful life is threatened hightech assassin blackops agent frank moses reassembles old team lastditch effort survive uncover assailants
The Karate Kid,martial arts master agrees teach karate bullied teenager
GoldenEye,years friend fellow 00 agent is killed joint mission russian crime syndicate steals secret spacebased weapons program known as goldeneye james bond stop using
How to Train Your Dragon,hapless young viking who aspires hunt dragons unlikely friend young dragon learns creatures assumed
Total Recall,man goes virtual vacation memories planet mars implanted mind unexpected harrowing series events forces planet real is
Pineapple Express,process server marijuana dealer wind run hitmen corrupt police officer witnesses dealers boss murder competitor trying serve papers
Warrior,youngest son alcoholic boxer returns home hes trained father competition mixed martial arts tournament path puts fighter collision course estranged older brother
Wolf Hound,inspired reallife german special operations unit kg 200 shot repaired flew allied aircraft as trojan horses wolf hound takes place 1944 germanoccupied france follows daring exploits jewishamerican fighter pilot captain david holden ambu read
Jack Reacher: Never Go Back,jack reacher uncover truth major government conspiracy order clear run as fugitive law
Harry Potter and the Order of the Phoenix,warning lord voldemorts return scoffed harry dumbledore are targeted wizard authorities as authoritarian bureaucrat slowly seizes power hogwarts
Hot Fuzz,skilled london police officer irritating superiors embarrassing effectiveness is transferred village easygoing officers object fervor regulations as string grisly murders strikes town
Allied,1942 canadian intelligence officer north africa encounters female french resistance fighter deadly mission enemy lines reunite london relationship is tested pressures war
American Made,story barry seal american pilot who drugrunner cia 1980s clandestine operation exposed as irancontra affair
First Blood,veteran green beret is forced cruel sheriff deputies flee mountains wage escalating oneman war pursuers
The New Mutants,young mutants just discovering abilities held secret facility fight escape past sins save
Eraser,witness protection specialist suspicious coworkers dealing case involving hightech weapons
Unlocked,cia interrogator is lured ruse puts london risk biological attack
The Spy Who Never Dies,worldclass spy falls unlikely woman work build relationship normal person try destroy relationship
Training Day,rookie cop spends day as los angeles narcotics officer rogue detective who isnt appears
Love and Monsters,seven years survived monster apocalypse lovably hapless joel leaves cozy underground bunker quest reunite ex
The Patriot,peaceful farmer benjamin martin is driven lead colonial militia american revolution sadistic british officer murders son
Rango,rango is ordinary chameleon who accidentally winds town dirt lawless outpost wild west desperate need new sheriff
Chaos Walking,unlikely companions embark perilous adventure badlands unexplored planet as try escape dangerous disorienting reality thoughts are seen heard
Wanted,frustrated office worker discovers is son professional assassin shares fathers superhuman killing abilities
Rush Hour,loyal dedicated hong kong inspector teams reckless loudmouthed lapd detective rescue chinese consuls kidnapped daughter trying arrest dangerous crime lord way
Endangered Species,jack halsey takes wife adult kids friend dream vacation kenya as venture wilderness park safari van is flipped angry rhino leaving injured desperate
Spider-Man 2,peter parker is beset troubles failing personal life as battles brilliant scientist named doctor otto octavius
Transformers: The Last Knight,deadly threat earths history reappears hunt lost artifact takes place autobots decepticons optimus prime encounters creator space
Midnight Run,bounty hunter pursues mafia accountant who is chased rival bounty hunter fbi old mob boss jumping bail
Ip Man: The Awakening,adventures young master ip hong kong
Overlord,small group american soldiers horror enemy lines eve dday
Dr. No,resourceful british government agent seeks answers case involving disappearance colleague disruption american space program
Ava,ava is deadly assassin who works black ops organization traveling globe specializing high profile hits job goes dangerously wrong is forced fight survival
Conan the Barbarian,young boy conan slave parents are killed tribe destroyed savage warlord sorcerer thulsa doom grows fearless invincible fighter set free plots revenge thulsa doom
